system,node_name,release,version,machine,processor,physical_cores,total_cores,total_memory,available_memory,start_time,index,pipeline_name,input_mem2graph_dataset_dir_path,node_embedding,node2vec_dimensions,node2vec_walk_length,node2vec_num_walks,node2vec_p,node2vec_q,node2vec_window,node2vec_batch_words,node2vec_workers,first_gcn_training_epochs,nb_input_graphs,nb_node_features,imbalance_ratio,precision_class_0,recall_class_0,f1_score_class_0,support_class_0,precision_class_1,recall_class_1,f1_score_class_1,support_class_1,true_positives,true_negatives,false_positives,false_negatives,AUC,end_time,duration
Linux,nixos,6.1.57,#1-NixOS SMP PREEMPT_DYNAMIC Tue Oct 10 20:00:46 UTC 2023,x86_64,,14,20,67171385344,46659260416,2023_10_21_23_24_32_549907,3,first-gcn-pipeline,/home/onyr/code/phdtrack/mem2graph/data/5_filtered_graph_with_embedding_comments_-v_-a_chunk-header-node_-c_chunk-semantic-embedding_-e_min-of-chunk-treshold-entropy_-s_activate,node2vec,128,16,50,0.5,0.5,10,8,16,20,3,128,152.5,0.993485342019544,1.0,0.9967320261437909,915.0,0.0,0.0,0.0,6.0,0,915,0,6,0.5,2023_10_21_23_25_04_674612,32.124705 total sec (00h 00m 32s)
Linux,nixos,6.1.57,#1-NixOS SMP PREEMPT_DYNAMIC Tue Oct 10 20:00:46 UTC 2023,x86_64,,14,20,67171385344,38326956032,2023_10_21_23_25_04_471575,7,first-gcn-pipeline,/home/onyr/code/phdtrack/mem2graph/data/5_filtered_graph_with_embedding_comments_-v_-a_chunk-header-node_-c_chunk-semantic-embedding_-e_min-of-chunk-treshold-entropy_-s_activate,node2vec,128,16,50,0.5,1.0,10,8,16,20,3,128,151.83333333333334,0.9934569247546347,1.0,0.9967177242888402,911.0,0.0,0.0,0.0,6.0,0,911,0,6,0.5,2023_10_21_23_25_31_991154,27.519579 total sec (00h 00m 27s)
Linux,nixos,6.1.57,#1-NixOS SMP PREEMPT_DYNAMIC Tue Oct 10 20:00:46 UTC 2023,x86_64,,14,20,67171385344,38335647744,2023_10_21_23_25_06_745407,11,first-gcn-pipeline,/home/onyr/code/phdtrack/mem2graph/data/5_filtered_graph_with_embedding_comments_-v_-a_chunk-header-node_-c_chunk-semantic-embedding_-e_min-of-chunk-treshold-entropy_-s_activate,node2vec,128,16,50,0.5,1.5,10,8,16,20,3,128,152.5,0.993485342019544,1.0,0.9967320261437909,915.0,0.0,0.0,0.0,6.0,0,915,0,6,0.5,2023_10_21_23_25_34_300324,27.554917 total sec (00h 00m 27s)
Linux,nixos,6.1.57,#1-NixOS SMP PREEMPT_DYNAMIC Tue Oct 10 20:00:46 UTC 2023,x86_64,,14,20,67171385344,38280732672,2023_10_21_23_25_34_245712,15,first-gcn-pipeline,/home/onyr/code/phdtrack/mem2graph/data/5_filtered_graph_with_embedding_comments_-v_-a_chunk-header-node_-c_chunk-semantic-embedding_-e_min-of-chunk-treshold-entropy_-s_activate,node2vec,128,16,50,1.0,0.5,10,8,16,20,3,128,152.5,0.993485342019544,1.0,0.9967320261437909,915.0,0.0,0.0,0.0,6.0,0,915,0,6,0.5,2023_10_21_23_26_00_206396,25.960684 total sec (00h 00m 25s)
Linux,nixos,6.1.57,#1-NixOS SMP PREEMPT_DYNAMIC Tue Oct 10 20:00:46 UTC 2023,x86_64,,14,20,67171385344,38377295872,2023_10_21_23_25_59_898176,19,first-gcn-pipeline,/home/onyr/code/phdtrack/mem2graph/data/5_filtered_graph_with_embedding_comments_-v_-a_chunk-header-node_-c_chunk-semantic-embedding_-e_min-of-chunk-treshold-entropy_-s_activate,node2vec,128,16,50,1.0,1.0,10,8,16,20,3,128,152.5,0.993485342019544,1.0,0.9967320261437909,915.0,0.0,0.0,0.0,6.0,0,915,0,6,0.5,2023_10_21_23_26_28_259711,28.361535 total sec (00h 00m 28s)
Linux,nixos,6.1.57,#1-NixOS SMP PREEMPT_DYNAMIC Tue Oct 10 20:00:46 UTC 2023,x86_64,,14,20,67171385344,38329421824,2023_10_21_23_26_02_506661,23,first-gcn-pipeline,/home/onyr/code/phdtrack/mem2graph/data/5_filtered_graph_with_embedding_comments_-v_-a_chunk-header-node_-c_chunk-semantic-embedding_-e_min-of-chunk-treshold-entropy_-s_activate,node2vec,128,16,50,1.0,1.5,10,8,16,20,3,128,144.33333333333334,0.9931192660550459,1.0,0.9965477560414269,866.0,0.0,0.0,0.0,6.0,0,866,0,6,0.5,2023_10_21_23_26_30_912015,28.405354 total sec (00h 00m 28s)
Linux,nixos,6.1.57,#1-NixOS SMP PREEMPT_DYNAMIC Tue Oct 10 20:00:46 UTC 2023,x86_64,,14,20,67171385344,38197219328,2023_10_21_23_26_30_173607,27,first-gcn-pipeline,/home/onyr/code/phdtrack/mem2graph/data/5_filtered_graph_with_embedding_comments_-v_-a_chunk-header-node_-c_chunk-semantic-embedding_-e_min-of-chunk-treshold-entropy_-s_activate,node2vec,128,16,50,1.5,0.5,10,8,16,20,3,128,152.5,0.993485342019544,1.0,0.9967320261437909,915.0,0.0,0.0,0.0,6.0,0,915,0,6,0.5,2023_10_21_23_26_57_342049,27.168442 total sec (00h 00m 27s)
Linux,nixos,6.1.57,#1-NixOS SMP PREEMPT_DYNAMIC Tue Oct 10 20:00:46 UTC 2023,x86_64,,14,20,67171385344,38201061376,2023_10_21_23_26_56_469055,31,first-gcn-pipeline,/home/onyr/code/phdtrack/mem2graph/data/5_filtered_graph_with_embedding_comments_-v_-a_chunk-header-node_-c_chunk-semantic-embedding_-e_min-of-chunk-treshold-entropy_-s_activate,node2vec,128,16,50,1.5,1.0,10,8,16,20,3,128,152.5,0.993485342019544,1.0,0.9967320261437909,915.0,0.0,0.0,0.0,6.0,0,915,0,6,0.5,2023_10_21_23_27_23_808681,27.339626 total sec (00h 00m 27s)
Linux,nixos,6.1.57,#1-NixOS SMP PREEMPT_DYNAMIC Tue Oct 10 20:00:46 UTC 2023,x86_64,,14,20,67171385344,38229049344,2023_10_21_23_27_00_213382,35,first-gcn-pipeline,/home/onyr/code/phdtrack/mem2graph/data/5_filtered_graph_with_embedding_comments_-v_-a_chunk-header-node_-c_chunk-semantic-embedding_-e_min-of-chunk-treshold-entropy_-s_activate,node2vec,128,16,50,1.5,1.5,10,8,16,20,3,128,152.5,0.993485342019544,1.0,0.9967320261437909,915.0,0.0,0.0,0.0,6.0,0,915,0,6,0.5,2023_10_21_23_27_27_866919,27.653537 total sec (00h 00m 27s)
Linux,nixos,6.1.57,#1-NixOS SMP PREEMPT_DYNAMIC Tue Oct 10 20:00:46 UTC 2023,x86_64,,14,20,67171385344,38238076928,2023_10_21_23_27_26_013312,39,first-gcn-pipeline,/home/onyr/code/phdtrack/mem2graph/data/5_filtered_graph_with_embedding_comments_-v_-a_chunk-header-node_-c_chunk-semantic-embedding_-e_min-of-chunk-treshold-entropy_-s_activate,node2vec,128,16,100,0.5,0.5,10,8,16,20,3,128,152.5,0.9967213114754099,0.9967213114754099,0.9967213114754099,915.0,0.5,0.5,0.5,6.0,3,912,3,3,0.7483606557377049,2023_10_21_23_28_19_001049,52.987737 total sec (00h 00m 52s)
Linux,nixos,6.1.57,#1-NixOS SMP PREEMPT_DYNAMIC Tue Oct 10 20:00:46 UTC 2023,x86_64,,14,20,67171385344,39066857472,2023_10_21_23_28_17_226728,43,first-gcn-pipeline,/home/onyr/code/phdtrack/mem2graph/data/5_filtered_graph_with_embedding_comments_-v_-a_chunk-header-node_-c_chunk-semantic-embedding_-e_min-of-chunk-treshold-entropy_-s_activate,node2vec,128,16,100,0.5,1.0,10,8,16,20,3,128,152.5,0.993485342019544,1.0,0.9967320261437909,915.0,0.0,0.0,0.0,6.0,0,915,0,6,0.5,2023_10_21_23_29_09_250106,52.023378 total sec (00h 00m 52s)
Linux,nixos,6.1.57,#1-NixOS SMP PREEMPT_DYNAMIC Tue Oct 10 20:00:46 UTC 2023,x86_64,,14,20,67171385344,39059009536,2023_10_21_23_28_21_187084,47,first-gcn-pipeline,/home/onyr/code/phdtrack/mem2graph/data/5_filtered_graph_with_embedding_comments_-v_-a_chunk-header-node_-c_chunk-semantic-embedding_-e_min-of-chunk-treshold-entropy_-s_activate,node2vec,128,16,100,0.5,1.5,10,8,16,20,3,128,144.33333333333334,0.9931192660550459,1.0,0.9965477560414269,866.0,0.0,0.0,0.0,6.0,0,866,0,6,0.5,2023_10_21_23_29_13_425347,52.238263 total sec (00h 00m 52s)
Linux,nixos,6.1.57,#1-NixOS SMP PREEMPT_DYNAMIC Tue Oct 10 20:00:46 UTC 2023,x86_64,,14,20,67171385344,39034978304,2023_10_21_23_29_12_025512,51,first-gcn-pipeline,/home/onyr/code/phdtrack/mem2graph/data/5_filtered_graph_with_embedding_comments_-v_-a_chunk-header-node_-c_chunk-semantic-embedding_-e_min-of-chunk-treshold-entropy_-s_activate,node2vec,128,16,100,1.0,0.5,10,8,16,20,3,128,152.5,0.993485342019544,1.0,0.9967320261437909,915.0,0.0,0.0,0.0,6.0,0,915,0,6,0.5,2023_10_21_23_30_04_403796,52.378284 total sec (00h 00m 52s)
Linux,nixos,6.1.57,#1-NixOS SMP PREEMPT_DYNAMIC Tue Oct 10 20:00:46 UTC 2023,x86_64,,14,20,67171385344,39146332160,2023_10_21_23_30_03_376552,55,first-gcn-pipeline,/home/onyr/code/phdtrack/mem2graph/data/5_filtered_graph_with_embedding_comments_-v_-a_chunk-header-node_-c_chunk-semantic-embedding_-e_min-of-chunk-treshold-entropy_-s_activate,node2vec,128,16,100,1.0,1.0,10,8,16,20,3,128,152.5,0.993485342019544,1.0,0.9967320261437909,915.0,0.0,0.0,0.0,6.0,0,915,0,6,0.5,2023_10_21_23_30_55_338737,51.962185 total sec (00h 00m 51s)
Linux,nixos,6.1.57,#1-NixOS SMP PREEMPT_DYNAMIC Tue Oct 10 20:00:46 UTC 2023,x86_64,,14,20,67171385344,39137415168,2023_10_21_23_30_06_619607,59,first-gcn-pipeline,/home/onyr/code/phdtrack/mem2graph/data/5_filtered_graph_with_embedding_comments_-v_-a_chunk-header-node_-c_chunk-semantic-embedding_-e_min-of-chunk-treshold-entropy_-s_activate,node2vec,128,16,100,1.0,1.5,10,8,16,20,3,128,152.5,0.9934782608695653,0.9989071038251366,0.9961852861035422,915.0,0.0,0.0,0.0,6.0,0,914,1,6,0.4994535519125683,2023_10_21_23_30_58_411306,51.791699 total sec (00h 00m 51s)
Linux,nixos,6.1.57,#1-NixOS SMP PREEMPT_DYNAMIC Tue Oct 10 20:00:46 UTC 2023,x86_64,,14,20,67171385344,39083589632,2023_10_21_23_30_57_324332,63,first-gcn-pipeline,/home/onyr/code/phdtrack/mem2graph/data/5_filtered_graph_with_embedding_comments_-v_-a_chunk-header-node_-c_chunk-semantic-embedding_-e_min-of-chunk-treshold-entropy_-s_activate,node2vec,128,16,100,1.5,0.5,10,8,16,20,3,128,152.5,0.993485342019544,1.0,0.9967320261437909,915.0,0.0,0.0,0.0,6.0,0,915,0,6,0.5,2023_10_21_23_31_49_423403,52.099071 total sec (00h 00m 52s)
Linux,nixos,6.1.57,#1-NixOS SMP PREEMPT_DYNAMIC Tue Oct 10 20:00:46 UTC 2023,x86_64,,14,20,67171385344,39102468096,2023_10_21_23_31_48_611746,67,first-gcn-pipeline,/home/onyr/code/phdtrack/mem2graph/data/5_filtered_graph_with_embedding_comments_-v_-a_chunk-header-node_-c_chunk-semantic-embedding_-e_min-of-chunk-treshold-entropy_-s_activate,node2vec,128,16,100,1.5,1.0,10,8,16,20,3,128,151.83333333333334,0.9934282584884995,0.995609220636663,0.9945175438596492,911.0,0.0,0.0,0.0,6.0,0,907,4,6,0.4978046103183315,2023_10_21_23_32_41_338050,52.726304 total sec (00h 00m 52s)
Linux,nixos,6.1.57,#1-NixOS SMP PREEMPT_DYNAMIC Tue Oct 10 20:00:46 UTC 2023,x86_64,,14,20,67171385344,39083499520,2023_10_21_23_31_51_491355,71,first-gcn-pipeline,/home/onyr/code/phdtrack/mem2graph/data/5_filtered_graph_with_embedding_comments_-v_-a_chunk-header-node_-c_chunk-semantic-embedding_-e_min-of-chunk-treshold-entropy_-s_activate,node2vec,128,16,100,1.5,1.5,10,8,16,20,3,128,152.5,0.993485342019544,1.0,0.9967320261437909,915.0,0.0,0.0,0.0,6.0,0,915,0,6,0.5,2023_10_21_23_32_44_397608,52.906253 total sec (00h 00m 52s)
Linux,nixos,6.1.57,#1-NixOS SMP PREEMPT_DYNAMIC Tue Oct 10 20:00:46 UTC 2023,x86_64,,14,20,67171385344,39081893888,2023_10_21_23_32_42_562108,75,first-gcn-pipeline,/home/onyr/code/phdtrack/mem2graph/data/5_filtered_graph_with_embedding_comments_-v_-a_chunk-header-node_-c_chunk-semantic-embedding_-e_min-of-chunk-treshold-entropy_-s_activate,node2vec,128,32,50,0.5,0.5,10,8,16,20,3,128,151.83333333333334,0.9934569247546347,1.0,0.9967177242888402,911.0,0.0,0.0,0.0,6.0,0,911,0,6,0.5,2023_10_21_23_33_12_104133,29.542025 total sec (00h 00m 29s)
Linux,nixos,6.1.57,#1-NixOS SMP PREEMPT_DYNAMIC Tue Oct 10 20:00:46 UTC 2023,x86_64,,14,20,67171385344,39117008896,2023_10_21_23_33_11_701181,79,first-gcn-pipeline,/home/onyr/code/phdtrack/mem2graph/data/5_filtered_graph_with_embedding_comments_-v_-a_chunk-header-node_-c_chunk-semantic-embedding_-e_min-of-chunk-treshold-entropy_-s_activate,node2vec,128,32,50,0.5,1.0,10,8,16,20,3,128,152.5,0.993485342019544,1.0,0.9967320261437909,915.0,0.0,0.0,0.0,6.0,0,915,0,6,0.5,2023_10_21_23_33_41_256942,29.555761 total sec (00h 00m 29s)
Linux,nixos,6.1.57,#1-NixOS SMP PREEMPT_DYNAMIC Tue Oct 10 20:00:46 UTC 2023,x86_64,,14,20,67171385344,39127433216,2023_10_21_23_33_15_050894,83,first-gcn-pipeline,/home/onyr/code/phdtrack/mem2graph/data/5_filtered_graph_with_embedding_comments_-v_-a_chunk-header-node_-c_chunk-semantic-embedding_-e_min-of-chunk-treshold-entropy_-s_activate,node2vec,128,32,50,0.5,1.5,10,8,16,20,3,128,144.33333333333334,0.9931192660550459,1.0,0.9965477560414269,866.0,0.0,0.0,0.0,6.0,0,866,0,6,0.5,2023_10_21_23_33_44_510364,29.45947 total sec (00h 00m 29s)
Linux,nixos,6.1.57,#1-NixOS SMP PREEMPT_DYNAMIC Tue Oct 10 20:00:46 UTC 2023,x86_64,,14,20,67171385344,39087407104,2023_10_21_23_33_43_281059,87,first-gcn-pipeline,/home/onyr/code/phdtrack/mem2graph/data/5_filtered_graph_with_embedding_comments_-v_-a_chunk-header-node_-c_chunk-semantic-embedding_-e_min-of-chunk-treshold-entropy_-s_activate,node2vec,128,32,50,1.0,0.5,10,8,16,20,3,128,152.5,0.993485342019544,1.0,0.9967320261437909,915.0,0.0,0.0,0.0,6.0,0,915,0,6,0.5,2023_10_21_23_34_12_572652,29.291593 total sec (00h 00m 29s)
Linux,nixos,6.1.57,#1-NixOS SMP PREEMPT_DYNAMIC Tue Oct 10 20:00:46 UTC 2023,x86_64,,14,20,67171385344,39098851328,2023_10_21_23_34_11_459267,91,first-gcn-pipeline,/home/onyr/code/phdtrack/mem2graph/data/5_filtered_graph_with_embedding_comments_-v_-a_chunk-header-node_-c_chunk-semantic-embedding_-e_min-of-chunk-treshold-entropy_-s_activate,node2vec,128,32,50,1.0,1.0,10,8,16,20,3,128,152.5,0.993485342019544,1.0,0.9967320261437909,915.0,0.0,0.0,0.0,6.0,0,915,0,6,0.5,2023_10_21_23_34_40_394951,28.935684 total sec (00h 00m 28s)
Linux,nixos,6.1.57,#1-NixOS SMP PREEMPT_DYNAMIC Tue Oct 10 20:00:46 UTC 2023,x86_64,,14,20,67171385344,39091806208,2023_10_21_23_34_14_876799,95,first-gcn-pipeline,/home/onyr/code/phdtrack/mem2graph/data/5_filtered_graph_with_embedding_comments_-v_-a_chunk-header-node_-c_chunk-semantic-embedding_-e_min-of-chunk-treshold-entropy_-s_activate,node2vec,128,32,50,1.0,1.5,10,8,16,20,3,128,144.33333333333334,0.9931192660550459,1.0,0.9965477560414269,866.0,0.0,0.0,0.0,6.0,0,866,0,6,0.5,2023_10_21_23_34_43_664176,28.787377 total sec (00h 00m 28s)
Linux,nixos,6.1.57,#1-NixOS SMP PREEMPT_DYNAMIC Tue Oct 10 20:00:46 UTC 2023,x86_64,,14,20,67171385344,39073460224,2023_10_21_23_34_42_479833,99,first-gcn-pipeline,/home/onyr/code/phdtrack/mem2graph/data/5_filtered_graph_with_embedding_comments_-v_-a_chunk-header-node_-c_chunk-semantic-embedding_-e_min-of-chunk-treshold-entropy_-s_activate,node2vec,128,32,50,1.5,0.5,10,8,16,20,3,128,151.83333333333334,0.9934569247546347,1.0,0.9967177242888402,911.0,0.0,0.0,0.0,6.0,0,911,0,6,0.5,2023_10_21_23_35_11_762165,29.282332 total sec (00h 00m 29s)
Linux,nixos,6.1.57,#1-NixOS SMP PREEMPT_DYNAMIC Tue Oct 10 20:00:46 UTC 2023,x86_64,,14,20,67171385344,39156334592,2023_10_21_23_35_10_471057,103,first-gcn-pipeline,/home/onyr/code/phdtrack/mem2graph/data/5_filtered_graph_with_embedding_comments_-v_-a_chunk-header-node_-c_chunk-semantic-embedding_-e_min-of-chunk-treshold-entropy_-s_activate,node2vec,128,32,50,1.5,1.0,10,8,16,20,3,128,152.5,0.993485342019544,1.0,0.9967320261437909,915.0,0.0,0.0,0.0,6.0,0,915,0,6,0.5,2023_10_21_23_35_39_691488,29.220431 total sec (00h 00m 29s)
Linux,nixos,6.1.57,#1-NixOS SMP PREEMPT_DYNAMIC Tue Oct 10 20:00:46 UTC 2023,x86_64,,14,20,67171385344,39153917952,2023_10_21_23_35_14_619348,107,first-gcn-pipeline,/home/onyr/code/phdtrack/mem2graph/data/5_filtered_graph_with_embedding_comments_-v_-a_chunk-header-node_-c_chunk-semantic-embedding_-e_min-of-chunk-treshold-entropy_-s_activate,node2vec,128,32,50,1.5,1.5,10,8,16,20,3,128,152.5,0.993485342019544,1.0,0.9967320261437909,915.0,0.0,0.0,0.0,6.0,0,915,0,6,0.5,2023_10_21_23_35_44_002407,29.383059 total sec (00h 00m 29s)
Linux,nixos,6.1.57,#1-NixOS SMP PREEMPT_DYNAMIC Tue Oct 10 20:00:46 UTC 2023,x86_64,,14,20,67171385344,39145697280,2023_10_21_23_35_42_427932,111,first-gcn-pipeline,/home/onyr/code/phdtrack/mem2graph/data/5_filtered_graph_with_embedding_comments_-v_-a_chunk-header-node_-c_chunk-semantic-embedding_-e_min-of-chunk-treshold-entropy_-s_activate,node2vec,128,32,100,0.5,0.5,10,8,16,20,3,128,152.5,0.993485342019544,1.0,0.9967320261437909,915.0,0.0,0.0,0.0,6.0,0,915,0,6,0.5,2023_10_21_23_36_39_107119,56.679187 total sec (00h 00m 56s)
Linux,nixos,6.1.57,#1-NixOS SMP PREEMPT_DYNAMIC Tue Oct 10 20:00:46 UTC 2023,x86_64,,14,20,67171385344,39260155904,2023_10_21_23_36_38_135418,115,first-gcn-pipeline,/home/onyr/code/phdtrack/mem2graph/data/5_filtered_graph_with_embedding_comments_-v_-a_chunk-header-node_-c_chunk-semantic-embedding_-e_min-of-chunk-treshold-entropy_-s_activate,node2vec,128,32,100,0.5,1.0,10,8,16,20,3,128,152.5,0.993485342019544,1.0,0.9967320261437909,915.0,0.0,0.0,0.0,6.0,0,915,0,6,0.5,2023_10_21_23_37_33_645858,55.51044 total sec (00h 00m 55s)
Linux,nixos,6.1.57,#1-NixOS SMP PREEMPT_DYNAMIC Tue Oct 10 20:00:46 UTC 2023,x86_64,,14,20,67171385344,39226081280,2023_10_21_23_36_41_580375,119,first-gcn-pipeline,/home/onyr/code/phdtrack/mem2graph/data/5_filtered_graph_with_embedding_comments_-v_-a_chunk-header-node_-c_chunk-semantic-embedding_-e_min-of-chunk-treshold-entropy_-s_activate,node2vec,128,32,100,0.5,1.5,10,8,16,20,3,128,151.83333333333334,0.9934569247546347,1.0,0.9967177242888402,911.0,0.0,0.0,0.0,6.0,0,911,0,6,0.5,2023_10_21_23_37_36_978997,55.398622 total sec (00h 00m 55s)
Linux,nixos,6.1.57,#1-NixOS SMP PREEMPT_DYNAMIC Tue Oct 10 20:00:46 UTC 2023,x86_64,,14,20,67171385344,39181840384,2023_10_21_23_37_36_157239,123,first-gcn-pipeline,/home/onyr/code/phdtrack/mem2graph/data/5_filtered_graph_with_embedding_comments_-v_-a_chunk-header-node_-c_chunk-semantic-embedding_-e_min-of-chunk-treshold-entropy_-s_activate,node2vec,128,32,100,1.0,0.5,10,8,16,20,3,128,144.33333333333334,0.9931192660550459,1.0,0.9965477560414269,866.0,0.0,0.0,0.0,6.0,0,866,0,6,0.5,2023_10_21_23_38_32_893394,56.736155 total sec (00h 00m 56s)
Linux,nixos,6.1.57,#1-NixOS SMP PREEMPT_DYNAMIC Tue Oct 10 20:00:46 UTC 2023,x86_64,,14,20,67171385344,39198351360,2023_10_21_23_38_30_803775,127,first-gcn-pipeline,/home/onyr/code/phdtrack/mem2graph/data/5_filtered_graph_with_embedding_comments_-v_-a_chunk-header-node_-c_chunk-semantic-embedding_-e_min-of-chunk-treshold-entropy_-s_activate,node2vec,128,32,100,1.0,1.0,10,8,16,20,3,128,152.5,0.993485342019544,1.0,0.9967320261437909,915.0,0.0,0.0,0.0,6.0,0,915,0,6,0.5,2023_10_21_23_39_26_323778,55.520003 total sec (00h 00m 55s)
Linux,nixos,6.1.57,#1-NixOS SMP PREEMPT_DYNAMIC Tue Oct 10 20:00:46 UTC 2023,x86_64,,14,20,67171385344,39187243008,2023_10_21_23_38_35_149524,131,first-gcn-pipeline,/home/onyr/code/phdtrack/mem2graph/data/5_filtered_graph_with_embedding_comments_-v_-a_chunk-header-node_-c_chunk-semantic-embedding_-e_min-of-chunk-treshold-entropy_-s_activate,node2vec,128,32,100,1.0,1.5,10,8,16,20,3,128,144.33333333333334,0.9964539007092199,0.9734411085450346,0.9848130841121496,866.0,0.11538461538461539,0.5,0.1875,6.0,3,843,23,3,0.7367205542725174,2023_10_21_23_39_31_236661,56.087137 total sec (00h 00m 56s)
Linux,nixos,6.1.57,#1-NixOS SMP PREEMPT_DYNAMIC Tue Oct 10 20:00:46 UTC 2023,x86_64,,14,20,67171385344,39217913856,2023_10_21_23_39_29_506875,135,first-gcn-pipeline,/home/onyr/code/phdtrack/mem2graph/data/5_filtered_graph_with_embedding_comments_-v_-a_chunk-header-node_-c_chunk-semantic-embedding_-e_min-of-chunk-treshold-entropy_-s_activate,node2vec,128,32,100,1.5,0.5,10,8,16,20,3,128,144.33333333333334,0.9931192660550459,1.0,0.9965477560414269,866.0,0.0,0.0,0.0,6.0,0,866,0,6,0.5,2023_10_21_23_40_25_001475,55.4946 total sec (00h 00m 55s)
Linux,nixos,6.1.57,#1-NixOS SMP PREEMPT_DYNAMIC Tue Oct 10 20:00:46 UTC 2023,x86_64,,14,20,67171385344,39185674240,2023_10_21_23_40_23_687444,139,first-gcn-pipeline,/home/onyr/code/phdtrack/mem2graph/data/5_filtered_graph_with_embedding_comments_-v_-a_chunk-header-node_-c_chunk-semantic-embedding_-e_min-of-chunk-treshold-entropy_-s_activate,node2vec,128,32,100,1.5,1.0,10,8,16,20,3,128,152.5,0.993485342019544,1.0,0.9967320261437909,915.0,0.0,0.0,0.0,6.0,0,915,0,6,0.5,2023_10_21_23_41_19_267214,55.57977 total sec (00h 00m 55s)
Linux,nixos,6.1.57,#1-NixOS SMP PREEMPT_DYNAMIC Tue Oct 10 20:00:46 UTC 2023,x86_64,,14,20,67171385344,39186731008,2023_10_21_23_40_27_465067,143,first-gcn-pipeline,/home/onyr/code/phdtrack/mem2graph/data/5_filtered_graph_with_embedding_comments_-v_-a_chunk-header-node_-c_chunk-semantic-embedding_-e_min-of-chunk-treshold-entropy_-s_activate,node2vec,128,32,100,1.5,1.5,10,8,16,20,3,128,144.33333333333334,0.9931192660550459,1.0,0.9965477560414269,866.0,0.0,0.0,0.0,6.0,0,866,0,6,0.5,2023_10_21_23_41_23_013148,55.548081 total sec (00h 00m 55s)
Linux,nixos,6.1.57,#1-NixOS SMP PREEMPT_DYNAMIC Tue Oct 10 20:00:46 UTC 2023,x86_64,,14,20,67171385344,39196123136,2023_10_21_23_41_20_180100,147,first-gcn-pipeline,/home/onyr/code/phdtrack/mem2graph/data/10_filtered_graph_with_embedding_comments_-v_-a_chunk-header-node_-c_chunk-statistic-embedding_-e_min-of-chunk-treshold-entropy_-s_none,node2vec,128,16,50,0.5,0.5,10,8,16,20,3,128,151.83333333333334,0.9934569247546347,1.0,0.9967177242888402,911.0,0.0,0.0,0.0,6.0,0,911,0,6,0.5,2023_10_21_23_41_49_744592,29.564492 total sec (00h 00m 29s)
Linux,nixos,6.1.57,#1-NixOS SMP PREEMPT_DYNAMIC Tue Oct 10 20:00:46 UTC 2023,x86_64,,14,20,67171385344,39132413952,2023_10_21_23_41_40_433267,151,first-gcn-pipeline,/home/onyr/code/phdtrack/mem2graph/data/10_filtered_graph_with_embedding_comments_-v_-a_chunk-header-node_-c_chunk-statistic-embedding_-e_min-of-chunk-treshold-entropy_-s_none,node2vec,128,16,50,0.5,1.0,10,8,16,20,3,128,151.83333333333334,0.9934569247546347,1.0,0.9967177242888402,911.0,0.0,0.0,0.0,6.0,0,911,0,6,0.5,2023_10_21_23_42_09_763766,29.330499 total sec (00h 00m 29s)
Linux,nixos,6.1.57,#1-NixOS SMP PREEMPT_DYNAMIC Tue Oct 10 20:00:46 UTC 2023,x86_64,,14,20,67171385344,39196258304,2023_10_21_23_41_53_400104,155,first-gcn-pipeline,/home/onyr/code/phdtrack/mem2graph/data/10_filtered_graph_with_embedding_comments_-v_-a_chunk-header-node_-c_chunk-statistic-embedding_-e_min-of-chunk-treshold-entropy_-s_none,node2vec,128,16,50,0.5,1.5,10,8,16,20,3,128,170.0,0.9941520467836257,1.0,0.9970674486803519,1020.0,0.0,0.0,0.0,6.0,0,1020,0,6,0.5,2023_10_21_23_42_22_441727,29.041623 total sec (00h 00m 29s)
Linux,nixos,6.1.57,#1-NixOS SMP PREEMPT_DYNAMIC Tue Oct 10 20:00:46 UTC 2023,x86_64,,14,20,67171385344,39177420800,2023_10_21_23_42_20_527031,159,first-gcn-pipeline,/home/onyr/code/phdtrack/mem2graph/data/10_filtered_graph_with_embedding_comments_-v_-a_chunk-header-node_-c_chunk-statistic-embedding_-e_min-of-chunk-treshold-entropy_-s_none,node2vec,128,16,50,1.0,0.5,10,8,16,20,3,128,170.0,0.9941520467836257,1.0,0.9970674486803519,1020.0,0.0,0.0,0.0,6.0,0,1020,0,6,0.5,2023_10_21_23_42_49_955518,29.428487 total sec (00h 00m 29s)
Linux,nixos,6.1.57,#1-NixOS SMP PREEMPT_DYNAMIC Tue Oct 10 20:00:46 UTC 2023,x86_64,,14,20,67171385344,39191539712,2023_10_21_23_42_39_566841,163,first-gcn-pipeline,/home/onyr/code/phdtrack/mem2graph/data/10_filtered_graph_with_embedding_comments_-v_-a_chunk-header-node_-c_chunk-statistic-embedding_-e_min-of-chunk-treshold-entropy_-s_none,node2vec,128,16,50,1.0,1.0,10,8,16,20,3,128,170.0,0.9941520467836257,1.0,0.9970674486803519,1020.0,0.0,0.0,0.0,6.0,0,1020,0,6,0.5,2023_10_21_23_43_09_039336,29.472495 total sec (00h 00m 29s)
