system,node_name,release,version,machine,processor,physical_cores,total_cores,total_memory,available_memory,pipeline_name,start_time,random_seed,index,node2vec_dimensions,node2vec_walk_length,node2vec_num_walks,node2vec_p,node2vec_q,node2vec_window,node2vec_batch_words,imbalance_ratio,precision_class_0,recall_class_0,f1_score_class_0,support_class_0,precision_class_1,recall_class_1,f1_score_class_1,support_class_1,true_positives,true_negatives,false_positives,false_negatives,AUC,end_time,duration
Linux,nixos,6.1.57,#1-NixOS SMP PREEMPT_DYNAMIC Tue Oct 10 20:00:46 UTC 2023,x86_64,,14,20,67171385344,58722619392,PipelineNames.FirstGCNPipeline,2023_10_17_00_51_11_013603,42,15,16,16,20,1.0,0.5,20,16,226.6,0.9956063268892794,1.0,0.9977983267283135,13596.0,0.0,0.0,0.0,60.0,0,13596,0,60,0.5,2023_10_17_00_59_03_439460,472.425857 total sec (00h 07m 52s)
Linux,nixos,6.1.57,#1-NixOS SMP PREEMPT_DYNAMIC Tue Oct 10 20:00:46 UTC 2023,x86_64,,14,20,67171385344,58741665792,PipelineNames.FirstGCNPipeline,2023_10_17_00_56_15_992900,42,18,16,16,20,1.0,1.0,20,4,226.6,0.9956063268892794,1.0,0.9977983267283135,13596.0,0.0,0.0,0.0,60.0,0,13596,0,60,0.5,2023_10_17_01_04_02_416569,466.423669 total sec (00h 07m 46s)
Linux,nixos,6.1.57,#1-NixOS SMP PREEMPT_DYNAMIC Tue Oct 10 20:00:46 UTC 2023,x86_64,,14,20,67171385344,58751160320,PipelineNames.FirstGCNPipeline,2023_10_17_00_56_16_526737,42,19,16,16,20,1.0,1.0,20,16,226.6,0.9956063268892794,1.0,0.9977983267283135,13596.0,0.0,0.0,0.0,60.0,0,13596,0,60,0.5,2023_10_17_01_04_02_916537,466.3898 total sec (00h 07m 46s)
Linux,nixos,6.1.57,#1-NixOS SMP PREEMPT_DYNAMIC Tue Oct 10 20:00:46 UTC 2023,x86_64,,14,20,67171385344,58716774400,PipelineNames.FirstGCNPipeline,2023_10_17_00_58_59_324604,42,20,16,16,20,1.0,1.5,10,4,226.6,0.9956063268892794,1.0,0.9977983267283135,13596.0,0.0,0.0,0.0,60.0,0,13596,0,60,0.5,2023_10_17_01_05_19_998337,380.673733 total sec (00h 06m 20s)
Linux,nixos,6.1.57,#1-NixOS SMP PREEMPT_DYNAMIC Tue Oct 10 20:00:46 UTC 2023,x86_64,,14,20,67171385344,58704531456,PipelineNames.FirstGCNPipeline,2023_10_17_00_59_00_391317,42,21,16,16,20,1.0,1.5,10,16,226.6,0.9956063268892794,1.0,0.9977983267283135,13596.0,0.0,0.0,0.0,60.0,0,13596,0,60,0.5,2023_10_17_01_05_21_346772,380.955455 total sec (00h 06m 20s)
Linux,nixos,6.1.57,#1-NixOS SMP PREEMPT_DYNAMIC Tue Oct 10 20:00:46 UTC 2023,x86_64,,14,20,67171385344,58670546944,PipelineNames.FirstGCNPipeline,2023_10_17_00_59_01_949538,42,22,16,16,20,1.0,1.5,20,4,226.6,0.9956063268892794,1.0,0.9977983267283135,13596.0,0.0,0.0,0.0,60.0,0,13596,0,60,0.5,2023_10_17_01_06_45_572689,463.623151 total sec (00h 07m 43s)
Linux,nixos,6.1.57,#1-NixOS SMP PREEMPT_DYNAMIC Tue Oct 10 20:00:46 UTC 2023,x86_64,,14,20,67171385344,58644094976,PipelineNames.FirstGCNPipeline,2023_10_17_00_59_03_443793,42,23,16,16,20,1.0,1.5,20,16,226.6,0.9956063268892794,1.0,0.9977983267283135,13596.0,0.0,0.0,0.0,60.0,0,13596,0,60,0.5,2023_10_17_01_06_46_664287,463.220494 total sec (00h 07m 43s)
Linux,nixos,6.1.57,#1-NixOS SMP PREEMPT_DYNAMIC Tue Oct 10 20:00:46 UTC 2023,x86_64,,14,20,67171385344,58570440704,PipelineNames.FirstGCNPipeline,2023_10_17_01_04_02_423460,42,24,16,16,20,1.5,0.5,10,4,226.6,0.9956063268892794,1.0,0.9977983267283135,13596.0,0.0,0.0,0.0,60.0,0,13596,0,60,0.5,2023_10_17_01_10_29_375843,386.952383 total sec (00h 06m 26s)
Linux,nixos,6.1.57,#1-NixOS SMP PREEMPT_DYNAMIC Tue Oct 10 20:00:46 UTC 2023,x86_64,,14,20,67171385344,58596110336,PipelineNames.FirstGCNPipeline,2023_10_17_01_04_02_922605,42,25,16,16,20,1.5,0.5,10,16,226.6,0.9956063268892794,1.0,0.9977983267283135,13596.0,0.0,0.0,0.0,60.0,0,13596,0,60,0.5,2023_10_17_01_10_30_135852,387.213247 total sec (00h 06m 27s)
Linux,nixos,6.1.57,#1-NixOS SMP PREEMPT_DYNAMIC Tue Oct 10 20:00:46 UTC 2023,x86_64,,14,20,67171385344,58601324544,PipelineNames.FirstGCNPipeline,2023_10_17_01_06_45_577186,42,28,16,16,20,1.5,1.0,10,4,226.6,0.9956063268892794,1.0,0.9977983267283135,13596.0,0.0,0.0,0.0,60.0,0,13596,0,60,0.5,2023_10_17_01_13_09_732750,384.155564 total sec (00h 06m 24s)
Linux,nixos,6.1.57,#1-NixOS SMP PREEMPT_DYNAMIC Tue Oct 10 20:00:46 UTC 2023,x86_64,,14,20,67171385344,58630238208,PipelineNames.FirstGCNPipeline,2023_10_17_01_06_46_668235,42,29,16,16,20,1.5,1.0,10,16,226.6,0.9956063268892794,1.0,0.9977983267283135,13596.0,0.0,0.0,0.0,60.0,0,13596,0,60,0.5,2023_10_17_01_13_10_506332,383.838097 total sec (00h 06m 23s)
Linux,nixos,6.1.57,#1-NixOS SMP PREEMPT_DYNAMIC Tue Oct 10 20:00:46 UTC 2023,x86_64,,14,20,67171385344,58596880384,PipelineNames.FirstGCNPipeline,2023_10_17_01_05_20_002967,42,26,16,16,20,1.5,0.5,20,4,226.6,0.9956063268892794,1.0,0.9977983267283135,13596.0,0.0,0.0,0.0,60.0,0,13596,0,60,0.5,2023_10_17_01_13_13_837850,473.834883 total sec (00h 07m 53s)
Linux,nixos,6.1.57,#1-NixOS SMP PREEMPT_DYNAMIC Tue Oct 10 20:00:46 UTC 2023,x86_64,,14,20,67171385344,58610724864,PipelineNames.FirstGCNPipeline,2023_10_17_01_05_21_351306,42,27,16,16,20,1.5,0.5,20,16,226.6,0.9956063268892794,1.0,0.9977983267283135,13596.0,0.0,0.0,0.0,60.0,0,13596,0,60,0.5,2023_10_17_01_13_14_956232,473.604926 total sec (00h 07m 53s)
Linux,nixos,6.1.57,#1-NixOS SMP PREEMPT_DYNAMIC Tue Oct 10 20:00:46 UTC 2023,x86_64,,14,20,67171385344,58620862464,PipelineNames.FirstGCNPipeline,2023_10_17_01_10_29_379953,42,30,16,16,20,1.5,1.0,20,4,226.6,0.9956063268892794,1.0,0.9977983267283135,13596.0,0.0,0.0,0.0,60.0,0,13596,0,60,0.5,2023_10_17_01_18_16_886946,467.506993 total sec (00h 07m 47s)
Linux,nixos,6.1.57,#1-NixOS SMP PREEMPT_DYNAMIC Tue Oct 10 20:00:46 UTC 2023,x86_64,,14,20,67171385344,58625064960,PipelineNames.FirstGCNPipeline,2023_10_17_01_10_30_139769,42,31,16,16,20,1.5,1.0,20,16,226.6,0.9956063268892794,1.0,0.9977983267283135,13596.0,0.0,0.0,0.0,60.0,0,13596,0,60,0.5,2023_10_17_01_18_18_044622,467.904853 total sec (00h 07m 47s)
Linux,nixos,6.1.57,#1-NixOS SMP PREEMPT_DYNAMIC Tue Oct 10 20:00:46 UTC 2023,x86_64,,14,20,67171385344,58587291648,PipelineNames.FirstGCNPipeline,2023_10_17_01_13_09_746474,42,32,16,16,20,1.5,1.5,10,4,226.6,0.9956063268892794,1.0,0.9977983267283135,13596.0,0.0,0.0,0.0,60.0,0,13596,0,60,0.5,2023_10_17_01_19_31_840182,382.093708 total sec (00h 06m 22s)
Linux,nixos,6.1.57,#1-NixOS SMP PREEMPT_DYNAMIC Tue Oct 10 20:00:46 UTC 2023,x86_64,,14,20,67171385344,58597457920,PipelineNames.FirstGCNPipeline,2023_10_17_01_13_10_510287,42,33,16,16,20,1.5,1.5,10,16,226.6,0.9956063268892794,1.0,0.9977983267283135,13596.0,0.0,0.0,0.0,60.0,0,13596,0,60,0.5,2023_10_17_01_19_32_282273,381.771986 total sec (00h 06m 21s)
Linux,nixos,6.1.57,#1-NixOS SMP PREEMPT_DYNAMIC Tue Oct 10 20:00:46 UTC 2023,x86_64,,14,20,67171385344,58568515584,PipelineNames.FirstGCNPipeline,2023_10_17_01_13_13_841929,42,34,16,16,20,1.5,1.5,20,4,226.6,0.9956063268892794,1.0,0.9977983267283135,13596.0,0.0,0.0,0.0,60.0,0,13596,0,60,0.5,2023_10_17_01_20_59_237612,465.395683 total sec (00h 07m 45s)
Linux,nixos,6.1.57,#1-NixOS SMP PREEMPT_DYNAMIC Tue Oct 10 20:00:46 UTC 2023,x86_64,,14,20,67171385344,58568548352,PipelineNames.FirstGCNPipeline,2023_10_17_01_13_14_962534,42,35,16,16,20,1.5,1.5,20,16,226.6,0.9956063268892794,1.0,0.9977983267283135,13596.0,0.0,0.0,0.0,60.0,0,13596,0,60,0.5,2023_10_17_01_21_00_255803,465.293269 total sec (00h 07m 45s)
Linux,nixos,6.1.57,#1-NixOS SMP PREEMPT_DYNAMIC Tue Oct 10 20:00:46 UTC 2023,x86_64,,14,20,67171385344,58550931456,PipelineNames.FirstGCNPipeline,2023_10_17_01_18_16_891003,42,36,16,16,50,0.5,0.5,10,4,226.6,0.9956063268892794,1.0,0.9977983267283135,13596.0,0.0,0.0,0.0,60.0,0,13596,0,60,0.5,2023_10_17_01_33_53_062929,936.171926 total sec (00h 15m 36s)
Linux,nixos,6.1.57,#1-NixOS SMP PREEMPT_DYNAMIC Tue Oct 10 20:00:46 UTC 2023,x86_64,,14,20,67171385344,58562236416,PipelineNames.FirstGCNPipeline,2023_10_17_01_18_18_048753,42,37,16,16,50,0.5,0.5,10,16,226.6,0.9956063268892794,1.0,0.9977983267283135,13596.0,0.0,0.0,0.0,60.0,0,13596,0,60,0.5,2023_10_17_01_33_55_540448,937.491695 total sec (00h 15m 37s)
Linux,nixos,6.1.57,#1-NixOS SMP PREEMPT_DYNAMIC Tue Oct 10 20:00:46 UTC 2023,x86_64,,14,20,67171385344,58569990144,PipelineNames.FirstGCNPipeline,2023_10_17_01_21_00_259830,42,41,16,16,50,0.5,1.0,10,16,226.6,0.9968235207209869,0.9924977934686673,0.994655954004349,13596.0,0.14285714285714285,0.2833333333333333,0.18994413407821228,60.0,17,13494,102,43,0.6379155634010003,2023_10_17_01_36_26_074508,925.814678 total sec (00h 15m 25s)
Linux,nixos,6.1.57,#1-NixOS SMP PREEMPT_DYNAMIC Tue Oct 10 20:00:46 UTC 2023,x86_64,,14,20,67171385344,58568728576,PipelineNames.FirstGCNPipeline,2023_10_17_01_20_59_241773,42,40,16,16,50,0.5,1.0,10,4,226.6,0.9956063268892794,1.0,0.9977983267283135,13596.0,0.0,0.0,0.0,60.0,0,13596,0,60,0.5,2023_10_17_01_36_26_752817,927.511044 total sec (00h 15m 27s)
Linux,nixos,6.1.57,#1-NixOS SMP PREEMPT_DYNAMIC Tue Oct 10 20:00:46 UTC 2023,x86_64,,14,20,67171385344,58565496832,PipelineNames.FirstGCNPipeline,2023_10_17_01_19_31_844462,42,38,16,16,50,0.5,0.5,20,4,226.6,0.9956063268892794,1.0,0.9977983267283135,13596.0,0.0,0.0,0.0,60.0,0,13596,0,60,0.5,2023_10_17_01_38_37_097426,1145.252964 total sec (00h 19m 05s)
Linux,nixos,6.1.57,#1-NixOS SMP PREEMPT_DYNAMIC Tue Oct 10 20:00:46 UTC 2023,x86_64,,14,20,67171385344,58583277568,PipelineNames.FirstGCNPipeline,2023_10_17_01_19_32_286216,42,39,16,16,50,0.5,0.5,20,16,226.6,0.996647545258139,0.9839658723153869,0.9902661090343833,13596.0,0.06437768240343347,0.25,0.10238907849829353,60.0,15,13378,218,45,0.6169829361576935,2023_10_17_01_38_37_599677,1145.313461 total sec (00h 19m 05s)
Linux,nixos,6.1.57,#1-NixOS SMP PREEMPT_DYNAMIC Tue Oct 10 20:00:46 UTC 2023,x86_64,,14,20,67171385344,58570891264,PipelineNames.FirstGCNPipeline,2023_10_17_01_36_26_758830,42,45,16,16,50,0.5,1.5,10,16,226.6,0.9956063268892794,1.0,0.9977983267283135,13596.0,0.0,0.0,0.0,60.0,0,13596,0,60,0.5,2023_10_17_01_51_49_289672,922.530842 total sec (00h 15m 22s)
Linux,nixos,6.1.57,#1-NixOS SMP PREEMPT_DYNAMIC Tue Oct 10 20:00:46 UTC 2023,x86_64,,14,20,67171385344,58570838016,PipelineNames.FirstGCNPipeline,2023_10_17_01_36_26_078584,42,44,16,16,50,0.5,1.5,10,4,226.6,0.9956063268892794,1.0,0.9977983267283135,13596.0,0.0,0.0,0.0,60.0,0,13596,0,60,0.5,2023_10_17_01_51_49_365108,923.286524 total sec (00h 15m 23s)
Linux,nixos,6.1.57,#1-NixOS SMP PREEMPT_DYNAMIC Tue Oct 10 20:00:46 UTC 2023,x86_64,,14,20,67171385344,58556276736,PipelineNames.FirstGCNPipeline,2023_10_17_01_33_53_067135,42,42,16,16,50,0.5,1.0,20,4,226.6,0.9979611870422109,0.9720506031185643,0.9848355005775178,13596.0,0.07990314769975787,0.55,0.13953488372093023,60.0,33,13216,380,27,0.7610253015592822,2023_10_17_01_52_44_065922,1130.998787 total sec (00h 18m 50s)
Linux,nixos,6.1.57,#1-NixOS SMP PREEMPT_DYNAMIC Tue Oct 10 20:00:46 UTC 2023,x86_64,,14,20,67171385344,58578546688,PipelineNames.FirstGCNPipeline,2023_10_17_01_33_55_544903,42,43,16,16,50,0.5,1.0,20,16,226.6,0.9965130944432079,0.9879376287143278,0.9922068328716528,13596.0,0.07344632768361582,0.21666666666666667,0.10970464135021098,60.0,13,13432,164,47,0.6023021476904973,2023_10_17_01_52_44_898310,1129.353407 total sec (00h 18m 49s)
Linux,nixos,6.1.57,#1-NixOS SMP PREEMPT_DYNAMIC Tue Oct 10 20:00:46 UTC 2023,x86_64,,14,20,67171385344,58539573248,PipelineNames.FirstGCNPipeline,2023_10_17_01_38_37_101992,42,46,16,16,50,0.5,1.5,20,4,226.6,0.9956063268892794,1.0,0.9977983267283135,13596.0,0.0,0.0,0.0,60.0,0,13596,0,60,0.5,2023_10_17_01_57_26_151961,1129.049969 total sec (00h 18m 49s)
Linux,nixos,6.1.57,#1-NixOS SMP PREEMPT_DYNAMIC Tue Oct 10 20:00:46 UTC 2023,x86_64,,14,20,67171385344,58557845504,PipelineNames.FirstGCNPipeline,2023_10_17_01_38_37_603922,42,47,16,16,50,0.5,1.5,20,16,226.6,0.9956063268892794,1.0,0.9977983267283135,13596.0,0.0,0.0,0.0,60.0,0,13596,0,60,0.5,2023_10_17_01_57_26_511898,1128.907976 total sec (00h 18m 48s)
Linux,nixos,6.1.57,#1-NixOS SMP PREEMPT_DYNAMIC Tue Oct 10 20:00:46 UTC 2023,x86_64,,14,20,67171385344,58521739264,PipelineNames.FirstGCNPipeline,2023_10_17_01_51_49_295756,42,48,16,16,50,1.0,0.5,10,4,226.6,0.9956063268892794,1.0,0.9977983267283135,13596.0,0.0,0.0,0.0,60.0,0,13596,0,60,0.5,2023_10_17_02_07_34_527692,945.231936 total sec (00h 15m 45s)
Linux,nixos,6.1.57,#1-NixOS SMP PREEMPT_DYNAMIC Tue Oct 10 20:00:46 UTC 2023,x86_64,,14,20,67171385344,58469113856,PipelineNames.FirstGCNPipeline,2023_10_17_01_51_49_369291,42,49,16,16,50,1.0,0.5,10,16,226.6,0.9956063268892794,1.0,0.9977983267283135,13596.0,0.0,0.0,0.0,60.0,0,13596,0,60,0.5,2023_10_17_02_07_36_713679,947.344388 total sec (00h 15m 47s)
Linux,nixos,6.1.57,#1-NixOS SMP PREEMPT_DYNAMIC Tue Oct 10 20:00:46 UTC 2023,x86_64,,14,20,67171385344,58542931968,PipelineNames.FirstGCNPipeline,2023_10_17_01_52_44_070232,42,50,16,16,50,1.0,0.5,20,4,226.6,0.9956063268892794,1.0,0.9977983267283135,13596.0,0.0,0.0,0.0,60.0,0,13596,0,60,0.5,2023_10_17_02_12_01_842167,1157.771935 total sec (00h 19m 17s)
Linux,nixos,6.1.57,#1-NixOS SMP PREEMPT_DYNAMIC Tue Oct 10 20:00:46 UTC 2023,x86_64,,14,20,67171385344,58536628224,PipelineNames.FirstGCNPipeline,2023_10_17_01_52_44_902710,42,51,16,16,50,1.0,0.5,20,16,226.6,0.9956063268892794,1.0,0.9977983267283135,13596.0,0.0,0.0,0.0,60.0,0,13596,0,60,0.5,2023_10_17_02_12_03_246019,1158.343309 total sec (00h 19m 18s)
Linux,nixos,6.1.57,#1-NixOS SMP PREEMPT_DYNAMIC Tue Oct 10 20:00:46 UTC 2023,x86_64,,14,20,67171385344,58517524480,PipelineNames.FirstGCNPipeline,2023_10_17_01_57_26_157186,42,52,16,16,50,1.0,1.0,10,4,226.6,0.9956063268892794,1.0,0.9977983267283135,13596.0,0.0,0.0,0.0,60.0,0,13596,0,60,0.5,2023_10_17_02_13_02_060184,935.902998 total sec (00h 15m 35s)
Linux,nixos,6.1.57,#1-NixOS SMP PREEMPT_DYNAMIC Tue Oct 10 20:00:46 UTC 2023,x86_64,,14,20,67171385344,58159923200,PipelineNames.FirstGCNPipeline,2023_10_17_01_57_26_516368,42,53,16,16,50,1.0,1.0,10,16,226.6,0.9956063268892794,1.0,0.9977983267283135,13596.0,0.0,0.0,0.0,60.0,0,13596,0,60,0.5,2023_10_17_02_13_03_465830,936.949462 total sec (00h 15m 36s)
Linux,nixos,6.1.57,#1-NixOS SMP PREEMPT_DYNAMIC Tue Oct 10 20:00:46 UTC 2023,x86_64,,14,20,67171385344,58509836288,PipelineNames.FirstGCNPipeline,2023_10_17_02_07_34_531798,42,54,16,16,50,1.0,1.0,20,4,226.6,0.9956063268892794,1.0,0.9977983267283135,13596.0,0.0,0.0,0.0,60.0,0,13596,0,60,0.5,2023_10_17_02_26_34_045274,1139.513476 total sec (00h 18m 59s)
Linux,nixos,6.1.57,#1-NixOS SMP PREEMPT_DYNAMIC Tue Oct 10 20:00:46 UTC 2023,x86_64,,14,20,67171385344,58523443200,PipelineNames.FirstGCNPipeline,2023_10_17_02_07_36_717620,42,55,16,16,50,1.0,1.0,20,16,226.6,0.9956063268892794,1.0,0.9977983267283135,13596.0,0.0,0.0,0.0,60.0,0,13596,0,60,0.5,2023_10_17_02_26_36_372764,1139.655144 total sec (00h 18m 59s)
Linux,nixos,6.1.57,#1-NixOS SMP PREEMPT_DYNAMIC Tue Oct 10 20:00:46 UTC 2023,x86_64,,14,20,67171385344,58500751360,PipelineNames.FirstGCNPipeline,2023_10_17_02_12_01_846456,42,56,16,16,50,1.0,1.5,10,4,226.6,0.9956063268892794,1.0,0.9977983267283135,13596.0,0.0,0.0,0.0,60.0,0,13596,0,60,0.5,2023_10_17_02_27_28_758581,926.912125 total sec (00h 15m 26s)
Linux,nixos,6.1.57,#1-NixOS SMP PREEMPT_DYNAMIC Tue Oct 10 20:00:46 UTC 2023,x86_64,,14,20,67171385344,58511392768,PipelineNames.FirstGCNPipeline,2023_10_17_02_12_03_250374,42,57,16,16,50,1.0,1.5,10,16,226.6,0.9956063268892794,1.0,0.9977983267283135,13596.0,0.0,0.0,0.0,60.0,0,13596,0,60,0.5,2023_10_17_02_27_32_522772,929.272398 total sec (00h 15m 29s)
Linux,nixos,6.1.57,#1-NixOS SMP PREEMPT_DYNAMIC Tue Oct 10 20:00:46 UTC 2023,x86_64,,14,20,67171385344,58499907584,PipelineNames.FirstGCNPipeline,2023_10_17_02_13_02_064597,42,58,16,16,50,1.0,1.5,20,4,226.6,0.9956063268892794,1.0,0.9977983267283135,13596.0,0.0,0.0,0.0,60.0,0,13596,0,60,0.5,2023_10_17_02_31_56_089519,1134.024922 total sec (00h 18m 54s)
Linux,nixos,6.1.57,#1-NixOS SMP PREEMPT_DYNAMIC Tue Oct 10 20:00:46 UTC 2023,x86_64,,14,20,67171385344,58502012928,PipelineNames.FirstGCNPipeline,2023_10_17_02_13_03_469764,42,59,16,16,50,1.0,1.5,20,16,226.6,0.9956063268892794,1.0,0.9977983267283135,13596.0,0.0,0.0,0.0,60.0,0,13596,0,60,0.5,2023_10_17_02_31_58_294112,1134.824348 total sec (00h 18m 54s)
Linux,nixos,6.1.57,#1-NixOS SMP PREEMPT_DYNAMIC Tue Oct 10 20:00:46 UTC 2023,x86_64,,14,20,67171385344,58410618880,PipelineNames.FirstGCNPipeline,2023_10_17_02_26_34_051064,42,60,16,16,50,1.5,0.5,10,4,226.6,0.9956063268892794,1.0,0.9977983267283135,13596.0,0.0,0.0,0.0,60.0,0,13596,0,60,0.5,2023_10_17_02_42_21_801745,947.750681 total sec (00h 15m 47s)
Linux,nixos,6.1.57,#1-NixOS SMP PREEMPT_DYNAMIC Tue Oct 10 20:00:46 UTC 2023,x86_64,,14,20,67171385344,58427514880,PipelineNames.FirstGCNPipeline,2023_10_17_02_26_36_377184,42,61,16,16,50,1.5,0.5,10,16,226.6,0.9956063268892794,1.0,0.9977983267283135,13596.0,0.0,0.0,0.0,60.0,0,13596,0,60,0.5,2023_10_17_02_42_24_203169,947.825985 total sec (00h 15m 47s)
Linux,nixos,6.1.57,#1-NixOS SMP PREEMPT_DYNAMIC Tue Oct 10 20:00:46 UTC 2023,x86_64,,14,20,67171385344,58430558208,PipelineNames.FirstGCNPipeline,2023_10_17_02_27_28_762928,42,62,16,16,50,1.5,0.5,20,4,226.6,0.9956063268892794,1.0,0.9977983267283135,13596.0,0.0,0.0,0.0,60.0,0,13596,0,60,0.5,2023_10_17_02_46_50_234305,1161.471377 total sec (00h 19m 21s)
Linux,nixos,6.1.57,#1-NixOS SMP PREEMPT_DYNAMIC Tue Oct 10 20:00:46 UTC 2023,x86_64,,14,20,67171385344,58435362816,PipelineNames.FirstGCNPipeline,2023_10_17_02_27_32_526983,42,63,16,16,50,1.5,0.5,20,16,226.6,0.9956063268892794,1.0,0.9977983267283135,13596.0,0.0,0.0,0.0,60.0,0,13596,0,60,0.5,2023_10_17_02_46_55_507370,1162.980387 total sec (00h 19m 22s)
Linux,nixos,6.1.57,#1-NixOS SMP PREEMPT_DYNAMIC Tue Oct 10 20:00:46 UTC 2023,x86_64,,14,20,67171385344,58435686400,PipelineNames.FirstGCNPipeline,2023_10_17_02_31_56_093818,42,64,16,16,50,1.5,1.0,10,4,226.6,0.9956063268892794,1.0,0.9977983267283135,13596.0,0.0,0.0,0.0,60.0,0,13596,0,60,0.5,2023_10_17_02_47_37_597143,941.503325 total sec (00h 15m 41s)
Linux,nixos,6.1.57,#1-NixOS SMP PREEMPT_DYNAMIC Tue Oct 10 20:00:46 UTC 2023,x86_64,,14,20,67171385344,58441842688,PipelineNames.FirstGCNPipeline,2023_10_17_02_31_58_298378,42,65,16,16,50,1.5,1.0,10,16,226.6,0.9956063268892794,1.0,0.9977983267283135,13596.0,0.0,0.0,0.0,60.0,0,13596,0,60,0.5,2023_10_17_02_47_38_628481,940.330103 total sec (00h 15m 40s)
Linux,nixos,6.1.57,#1-NixOS SMP PREEMPT_DYNAMIC Tue Oct 10 20:00:46 UTC 2023,x86_64,,14,20,67171385344,58407026688,PipelineNames.FirstGCNPipeline,2023_10_17_02_42_21_806116,42,66,16,16,50,1.5,1.0,20,4,226.6,0.9956063268892794,1.0,0.9977983267283135,13596.0,0.0,0.0,0.0,60.0,0,13596,0,60,0.5,2023_10_17_03_01_26_766931,1144.960815 total sec (00h 19m 04s)
Linux,nixos,6.1.57,#1-NixOS SMP PREEMPT_DYNAMIC Tue Oct 10 20:00:46 UTC 2023,x86_64,,14,20,67171385344,58416410624,PipelineNames.FirstGCNPipeline,2023_10_17_02_42_24_209562,42,67,16,16,50,1.5,1.0,20,16,226.6,0.9956063268892794,1.0,0.9977983267283135,13596.0,0.0,0.0,0.0,60.0,0,13596,0,60,0.5,2023_10_17_03_01_28_885937,1144.676375 total sec (00h 19m 04s)
Linux,nixos,6.1.57,#1-NixOS SMP PREEMPT_DYNAMIC Tue Oct 10 20:00:46 UTC 2023,x86_64,,14,20,67171385344,58419130368,PipelineNames.FirstGCNPipeline,2023_10_17_02_46_50_238255,42,68,16,16,50,1.5,1.5,10,4,226.6,0.9956063268892794,1.0,0.9977983267283135,13596.0,0.0,0.0,0.0,60.0,0,13596,0,60,0.5,2023_10_17_03_02_20_403498,930.165243 total sec (00h 15m 30s)
Linux,nixos,6.1.57,#1-NixOS SMP PREEMPT_DYNAMIC Tue Oct 10 20:00:46 UTC 2023,x86_64,,14,20,67171385344,58413740032,PipelineNames.FirstGCNPipeline,2023_10_17_02_46_55_511510,42,69,16,16,50,1.5,1.5,10,16,226.6,0.9956063268892794,1.0,0.9977983267283135,13596.0,0.0,0.0,0.0,60.0,0,13596,0,60,0.5,2023_10_17_03_02_25_754407,930.242897 total sec (00h 15m 30s)
Linux,nixos,6.1.57,#1-NixOS SMP PREEMPT_DYNAMIC Tue Oct 10 20:00:46 UTC 2023,x86_64,,14,20,67171385344,58430627840,PipelineNames.FirstGCNPipeline,2023_10_17_02_47_38_632894,42,71,16,16,50,1.5,1.5,20,16,226.6,0.9956063268892794,1.0,0.9977983267283135,13596.0,0.0,0.0,0.0,60.0,0,13596,0,60,0.5,2023_10_17_03_06_30_538556,1131.905662 total sec (00h 18m 51s)
Linux,nixos,6.1.57,#1-NixOS SMP PREEMPT_DYNAMIC Tue Oct 10 20:00:46 UTC 2023,x86_64,,14,20,67171385344,58419523584,PipelineNames.FirstGCNPipeline,2023_10_17_02_47_37_601267,42,70,16,16,50,1.5,1.5,20,4,226.6,0.9956063268892794,1.0,0.9977983267283135,13596.0,0.0,0.0,0.0,60.0,0,13596,0,60,0.5,2023_10_17_03_06_31_158133,1133.556866 total sec (00h 18m 53s)
Linux,nixos,6.1.57,#1-NixOS SMP PREEMPT_DYNAMIC Tue Oct 10 20:00:46 UTC 2023,x86_64,,14,20,67171385344,58405826560,PipelineNames.FirstGCNPipeline,2023_10_17_03_01_26_771105,42,72,16,64,20,0.5,0.5,10,4,226.6,0.9956063268892794,1.0,0.9977983267283135,13596.0,0.0,0.0,0.0,60.0,0,13596,0,60,0.5,2023_10_17_03_25_11_271295,1424.50019 total sec (00h 23m 44s)
Linux,nixos,6.1.57,#1-NixOS SMP PREEMPT_DYNAMIC Tue Oct 10 20:00:46 UTC 2023,x86_64,,14,20,67171385344,58394484736,PipelineNames.FirstGCNPipeline,2023_10_17_03_01_28_889814,42,73,16,64,20,0.5,0.5,10,16,226.6,0.9956063268892794,1.0,0.9977983267283135,13596.0,0.0,0.0,0.0,60.0,0,13596,0,60,0.5,2023_10_17_03_25_13_002237,1424.112423 total sec (00h 23m 44s)
Linux,nixos,6.1.57,#1-NixOS SMP PREEMPT_DYNAMIC Tue Oct 10 20:00:46 UTC 2023,x86_64,,14,20,67171385344,58414997504,PipelineNames.FirstGCNPipeline,2023_10_17_03_06_31_161997,42,77,16,64,20,0.5,1.0,10,16,226.6,0.9956063268892794,1.0,0.9977983267283135,13596.0,0.0,0.0,0.0,60.0,0,13596,0,60,0.5,2023_10_17_03_29_49_091623,1397.929626 total sec (00h 23m 17s)
Linux,nixos,6.1.57,#1-NixOS SMP PREEMPT_DYNAMIC Tue Oct 10 20:00:46 UTC 2023,x86_64,,14,20,67171385344,58405572608,PipelineNames.FirstGCNPipeline,2023_10_17_03_06_30_543682,42,76,16,64,20,0.5,1.0,10,4,226.6,0.9956063268892794,1.0,0.9977983267283135,13596.0,0.0,0.0,0.0,60.0,0,13596,0,60,0.5,2023_10_17_03_29_52_738500,1402.194818 total sec (00h 23m 22s)
